id	tweet	subtask_a
182	يا مغيث ، يا مغيث ، يا مغيث اغثني ويسر لي امري وفرج همي واشرح صدري وارحمني برحمتك، يارب اغفر جميع ذنوبي التي اعلمها والتي لا اعلمها ، يارب انت الكريم انت الغفور انت الحي القيوم، يارب ان كان هناك ذنب يحول بيني وبين استجابتك لدعائي فيارب اغفره لي وارزقني من حيث لا احتسب 🌿	NOT
183	@USER الحين تكتب لي لا تصير عنصري وتكتب هنا خدم حمار انت حمار مثل فريقك تعبت اربيك واربي اشكالك يا صغير الرياضه اششش بس الحوش يالله انت وربعك وخل المنصات والبطولات لعمانك . بلوك كبر وجهك يا رخيص يا ادعائي مسوي ضاغط وهو مشخوط في تويتر وفي ارضه 	OFF
184	الله يلعنكم يا عبيد يا بقايا حجاج روح خذلك موزة يا قرد ✊🏿✊🏿✊🏿يا اسود تفو روحو ارجعو بلادكم الأصلي يا افارقة ختفو يا حمير بس الوم لاعبين ما خبركم تهبطون يا حمير #الاتحاد_النصر	OFF
185	RT @USER: والحـب يا أهل الهـوى يا ويـل من صابه.	NOT
186	@USER يا رب يا رب... يا عالما بالحال عليك الإتكال	NOT
187	@USER @USER علي شحم يا طاقية يا عنصري القم بس	OFF
188	@USER بتغيظكم يا ارهابين يا بتوع المناخ التشاؤمى 😂😂	OFF
189	انت حاجه جميله... يا خلاثى يا نااس ع العثل ربنا يخليكى لاهلك وناسك و افرح بيكى قريب ♥	NOT
190	يا جمالوا يا جمالوا<LF> بشماله حطه له<LF>واحد صفر الملكي<LF>ابراهيم دي ماريا	NOT
191	RT @USER: جبال طويق تضرب نفسها أمثال <LF>بك يا فخر الوطن يا عزّه وعلوه ..<LF> #بالعزم_والهمه_السعوديه_للقمه URL	NOT
192	RT @USER: دائمًا نستخدم عبارة يا ليت أستبدلها وقل يا رب فالأولى جالبة للغم مُحبطة للهمم والثانية مبشرة بالإجابة والنعم .	NOT
193	يا هوا يا هوا يللي طاير بالهوا ..في منتورة طاقة وصورة..<LF>خدني لعندن يا هوا	NOT
194	RT @USER: جول جول جول جول جول جول جول جول الله الله الله صوتي راح الله الله الله يا قلبي الله يا قلبي الله يا قلبي الله يا قلبي الله…	NOT
195	@USER حبيبى يا ابو السيد يا ابو قلب طيب ♥️	NOT
196	هي القسيه شويه عليا يا صهبجيه .. اه يا لالي.. حبه اهات على ليل على عيني على <LF>يالالي.. 🖤🎶	NOT
197	RT @USER: البنات أللي يقولن يا ثلب و يا نصي و يا الشايب URL	NOT
198	RT @USER: الف نعله ونار مشتعله بگبركم يا اولاد العاهرات <LF>15سنه كهرباء ما دبرتوهه يا سفله يا ساقطين اولاد الساقطين ما بيكم شريف لا اب…	OFF
199	RT @USER: @USER وهذي 🤔<LF>طرقت الباب حتى كل متني <LF>فلما كل متني كلمتني <LF>.<LF>فقالت يا اسماعيل صبراً<LF>فقلت يا اسما عيل صبري	NOT
200	@USER @USER الغريب يا شاعرنا أن الفلاح حين يبذر الحب ينشد : <LF>يا الله يا المعبود يا من رجيناه<LF>تغني طيور (ن) لم تبَرِّهْ عمالهْ<LF>فإذا استوت العذوق مكنها رجم بالمجرمة وتخويف بصوت المفقاع بكل قسوة !!!<LF>مسكينة العصافير الرقيقة تغني له 	NOT
201	اول شي يا عربي انت احكي تونسي حتى نصدق انك تونسي<LF>ثانيا هالشي مستحيل يكون صار عندهم لان حتى لو البنت عندها رخصة قيادة سياره الحافله غير<LF>ثالثا التونسيات يقودو طيارات يا راس البصل وراس الفجل وراس الهم انتي يا جاهل يا متخلف يا عربي يا مرييييييض موت من تونس ومن بنات #تونس URL	OFF
202	RT @USER: يا سلام علي جمالك يا معلم حفيضة يا اخويا URL	NOT
203	@USER @USER بس يا بت انتي يا عره مسمعش صوتك 😒😒	OFF
204	RT @USER: يا قبلة ﺎلأرض يا محراب شِعر ﺎلصالحين ، يا ضحكة ﺎلمسكين يا أم ﺎليتامى يالخجل.	NOT
205	حنا الأول حنا الأول يا جمهور يا عالم الأزرق بفضل الله إلى النهائي🥰🤲👏 #الهلال_والاهلي URL	NOT
206	@USER يا هلا بك .. يا غالي في حال تم تحويل نقاط كرصيد في المحفظة عبر الاونلاين فستكون متاحه لمدة 30 يوم ، هل تم التأكد من تاريخ صلاحيتها ؟	NOT
207	RT @USER: ما كان ممكن تبدأ بيه بدل ما تخسر تبديل يا حمار يابن الحمار يا غبييييي	OFF
208	ونجومو وقمرو.. قمرو وسهرو.. وانت وأنا يا حبيبي أنا يا حياتي أنا.. URL	NOT
209	@USER قاتل الله العونسريه يا بدوي يا عونسري كيف تأخذ اداره الاتحاد ؟😂🤣	NOT
210	يا كلماتي الناعمة اللينة يا هدية أعوامي يا بارود الجمال يا إلتفاتات دهشاتي كل عام وعمرك ياعمري سعيد.. <LF>⁦@USER⁩ ❤️	NOT
211	يا بعيده بالمسافه .. يا قريبه بالشعور<LF>أنا كل اللي أخافه .. بعدنا يطول شهور	NOT
212	يا حبني له و يا وجدي على شوفه 💌 ..	NOT
213	@USER @USER يا دحباشي يا فارسي يا ابن المتعة يا ذي انت من كل ذكر قطره يا بقايا الفرس والاحباش والاتراك حرر غرفة نومك من عيال حسن نصر الله وبعدين تعال تكلم مع اسيادك<LF>دحباشي حقير ومتسول في شوارع الرياض وتجي تسب لملك الحزم الذي يدوس على اسيادك ا	OFF
214	@USER @USER رايي انك ما تفرضش رايك على حد وما تسفهش راي حد<LF>استمر ف دعواتك وحاول تلاقي اسلوب مقنع عشان تقنع الناس برايك لو شايف ان ده فيه المصلحة<LF>وتاني مش دعاة الشرعية هم اللي معطلين الحراك الثوري<LF>ده رايي يا بهاء يا ريت تكون فهمتن	NOT
215	شوف يا ساري يا جزمه يابن الجزمه يابن السته وستين جزمه يوم حررت هازارد وش سوى	OFF
216	و ايه فرقة السحالي دي .. هو يا محشي يا سحالي يارب مفيش وسط 😅	OFF
217	كل الناس في القياده الان ديل البجد الكانو بيجو من اول يوم ماعشان الناس محتفله جا يلحق المهرجان ويتصور الناس تجي القياده ودبل فك لكل زول بيشكك في تجمع المهنين يا امنجي يا وسخ #اعتصام_القيادة_العامة #تجمع_المهنيين #تسقط_تاني	OFF
218	@USER @USER @USER @USER @USER @USER @USER @USER @USER اللهم يا صاحب الفرج .. يا عالي بلا درج ...يامن شق البحر لموسى حتى خرج ...اخرج كل مهموم من الضيق الى الفرج ...🍀طاب مس	NOT
219	اللهم صل وسلم على سيدنا محمد وعلى آل سيدنا محمد صلاة نكون بها في جاه حضرة رسول الله ، بقدر حب الله فيه، وبحقه لديه ، وبصلاته عليه ، تزدنا بها يا الله حبا وعشقا وودا في قلب رسول الله صلى الله عليه وعلى آله وسلم ، في الدنيا والآخرة يا الله ، يا كريم يا عظيم. <LF>🌷🌷💓	NOT
220	RT @USER: البنات في الجامعة 😂<LF>لالا يا أحمت هات الشنته يا أحمت ، اهيهيهيهو URL	NOT
221	RT @USER: يحظ هالعام دام اختي فيه خريجة،<LF>افرحي يا شعوري وضحكة قلبي يا هنا عمري ويا كل الفخر لي💙.@USER URL	NOT
222	RT @USER: يا تضحك يا بلوك 😭😭😭😭 URL	NOT
223	@USER بص يا سهيله يا بنتي هوا انا مش فاهم حاجه بس انا موافق موافق 😂😂 URL	NOT
224	يا حلوج يا دولت تقول : انا ملكية خاصّة تقصد زوجها طبعاً.. سمعتن يالنسرات ياللي اربعوعشرين ساعه عناد مع رجالچ والا فارضه سيطرتج عليه سطروج مجانين فاصلين لا مرتاحين ولا هاجعين😂😂😂يالنسره🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️	NOT
225	RT @USER: يا مساء الخير ، يا سااكن بجوفـي يا الوحيد اللي . . . ملازمني غلاک مسكنک ب القلب يا احلى ضيوفي واللہ يسعد لي يومک مع مساک<LF>اس…	NOT
226	@USER @USER @USER @USER @USER @USER @USER @USER اختفى الغبي <LF>يا غبي يا لوح يا دلخ تعال وين اختفيت	OFF
227	يا رب أنسى يا رب أنسى يا رب أنسى يا رب أنسى يا رب أنسى يا رب أنسى يا رب أنسى يا رب أنسى يا رب أنسى يا رب أنسى يا رب أنسى ..	NOT
228	@USER @USER يا الله ثم يا الله ثم يا الله انك ترزقني مع سفير الأمهات	NOT
229	@USER اللهم آمين يا رب يا كريم شكرا يا أخي العزيز الله يحفظك من كل شر	NOT
230	خلوني اشوفكم يا عيال الكلب يا وضيعين يا فقر فايزين بكأس الملك وربي ما يفصل بيننا الا رب العباد	OFF
231	و فـ وسط الطريق و وقفنا و سلمنا و ودعنا يا قلبي , و رجعنا الطريق وحدينا و دموعنا فـ عينينا يا قلبي <LF>ودعنا الحبايب .. و فارقنا الحبايب .. ووصلنا النهاية, من قبل النهاية يا عيني .. يا عيني علينا يا قلبي <LF>غالي غالي غالي ... والجرح من... URL	NOT
232	RT @USER: طلتّك يا ملح الايام يا الوجه الصبوح <LF>تجبر الخاطر وتحيي العظام الميّته<LF>َ<LF>والسرور اللي يجي والسرور اللي يروح <LF>أنت سبت روحته وأنت…	NOT
233	العيب فيكم يا ف مناهجكم ، أماشطارتي يا قلبي عليها يا روحي عليها😌	NOT
234	يا غيمتي البيضـَا ، يا سماي الوسيـّعه ❤.	NOT
235	يلا يا زمالكوية يا ولاد المتناكة يا شوية مناكية فى طيازها فلايك مينفعش مع كسمكم غير قله العقل	OFF
236	كل مغنى وله موال وأنا أرغولي لما يمول سوى في الآخر سوى في الأول مش ح يغني إلا يا مصر يا ركوبة ركاب النصر سرقوكي...	NOT
237	يا نعمة حياتي الحلوه يا رضا قلبي بقربك💙	NOT
238	@USER امين يا رب العالمين وياك يا خوي فهد	NOT
239	@USER تعال الحين أنت منجدك البنت تختار الفندق وانت تدفع وكل أسبوع كذا ولا بالشهر؟ هذا يا كذب يا غباء وأنا أكره الكذابين والأغبياء	OFF
240	اكتشفت ان ما عندي كيد نسائي يا مسكينه يا أنا 🚶🏻‍♀️💔🥺 URL	NOT
241	@USER وانت مين يا حمساوي يا ابو أصل واطي عشان تأيد ولا ترفض	OFF
242	اللهم إني أسألك أن تريح قلبي و تصرف عني شتات العقل و التفكير، ربّي إن في قلبي أشياء كثيرة لا يعلمها إلا أنت فحققها لي يا رحيم، يا رب فرحة تغير مجرى حياتي و خبر جميل أعجز عن شكرك عليه، ربي ارزقني فرحة تجدد الروح في حياتي، اللهم سعادات متتالية لم تكن بالحسبان❤️	NOT
243	يا سر قلبي الحُلو يا مقصدي بكل الحكي.	NOT
244	م تخيلت بيوم اني بفقده للابد وأن يومه قبل يومي,لاكن قدر الله و ماشاء فعل لله ما أخذ ولله وله ما أعطى,الله يرحمك يا أخوي يا عضيدي يا قطعه من قلبي <LF>الله يرحمك ويرحم جميع المسلمين<LF>اللهم نور له قبره و آنس وحشته ووسع مدخله <LF>اللهم اجعل قبره روضه من رياض الجنة. <LF>#رعد_بندر_الضويلي	NOT
