Not_offensive 	 Ithu ikkayude script aanu..   Uttopiya
Not_offensive 	 Enikum ente family kkum ishtappettilla... Dialogues onnum proper aayi manasilaayilla.. Njan prakashan pole ulla film aanu njangalk ishtam... Ith typical new gen aanu. Last condoms scene
Not_offensive 	 Trending No . 1. Varanam jayettan daaaaaaaaaaa
Offensive	 moonjiya warier. Tamilzhamarude oookal kazhinu. Parakoothi
Not_offensive 	 Kurach massum aayittanallo jayetta ipravishathe varav
Not_offensive 	 അഭിനയിക്കാൻ പറഞ്ഞാ ജീവിച്ചു കാണിക്കുന്ന ഒരു പെണ്ണുണ്ട്  മലയാളത്തിന് സ്വന്തമാണ്...മലയാളത്തിന്റെ സ്വകാര്യ അഹങ്കരം മഞ്ജുവേച്ചി ട്രൈലെർ പൊളിച്ചു കട്ട വെയ്റ്റിംഗ് പോരട്ടെ വേഗം………
Not_offensive 	 Jai jai jai lalettan ki jai
Not_offensive 	 Suraj Chetan kunjunni maashinte athe cut und.....valare nalla character chetaa
Not_offensive 	 ഞാനും ഒരു ഫാൻ ആണ് പ്രിത്വിരാജിന്റെ മാത്രം ഫാൻ
Offensive	 കൂതറ പടം..
Not_offensive 	 Daily 10 pravasyam ee trailer kanunnathuu njan matramaanooo...?
Not_offensive 	 Last sukumaran chettante photo kandavarkk like adikkanulla sthalam
Not_offensive 	 kolaam.. nala randu thriller aanalo iprashyam orumich irangaan ponath...  nice teaser mammukkaye kanaan pateela. .. DOP and edit
Not_offensive 	 Pradhi poovankozhi..oru novel Und...Aaa story aano idh????
Not_offensive 	 ഇതിലെ ഒരു പ്രേത്യേകത എന്താണ് എന്ന് വച്ചാ ഇതിലെ എല്ലാവരെയും ഭയങ്കര ഇഷ്ടാ ....
Offensive	 Trailler pora padam 8 nela pottum ane tonunee
Not_offensive 	 Ittychante Vakka Oru Simple Vedikatte  Ufff  Adi Makkale Like
Offensive	 Lalettante montha entha eppazhum appam vizhungiya pole??
Not_offensive 	 vijay sethupathi rajinikanthinte villanayapole  tovino thomas lallettante villanavumo
Not_offensive 	 ഈശ്വര ഇതിപ്പോ മഞ്ജു വാര്യർ മമ്മൂട്ടി മാമാങ്കത്തിന് പണി കൊടുക്കും എന്ന തോന്നുന്നു
Not_offensive 	 Eee cinema kanan pokan thonnunnavar like adi.
Not_offensive 	 ട്രാക്ക് സൂപ്പർ. മാറ്റിയ ട്രാക്ക് ഒത്തിരി സൂപ്പർ....
Not_offensive 	 Innaleyaaane kandath super Padam..... ellarum famlyaaayi poyi kanan super abinayam
Not_offensive 	 Sunni chechi ullond padam one month enkilum ooodum orappaaa allenkil sunnichechi oodikkum
Not_offensive 	 Shooting Kottayathayirunnu
Not_offensive 	 Ettimani thakarkkum lalettan polichadukkum onathinu verarum aduthu polum ethilla urappu
Offensive	 Trailor vannapol unlike adikunna kure pooranmar  poi chathoode kunnakale
Not_offensive 	 Ithil prithvi raj gast rol aayirikkum
Not_offensive 	 സുരാജേട്ടനും രാജുവേട്ടനും നേർക്കു നേർ  I mean ആക്ടിങ്
Not_offensive 	 Enna parayan eneet ninnu thoyth povum
Not_offensive 	 Where is Raju ettan ... Angeru illandu enth padam  ..
Not_offensive 	 Aahh kaalathille Muslim baasha enganaanoo athu polle thanneyanu lallettan ithill present cheyithirrikunnee Padam polkummmm
Not_offensive 	 ആഷിക് അബു effect തോന്നിയത് ഇവിടെ എനിക്ക് മാത്രമാണോ
Not_offensive 	 4m views 300k likes trending 1 Mollywood king  ലാലേട്ടൻ
Not_offensive 	 Ente ponnuu dileepetta trailer polichu ikkayude aniyanu dileepettanu vijayashamsakal nerunnu dileepettan peruthishtam ikka uyir
Not_offensive 	 Vijay baby sir adipoli trailer sir.....
Offensive	 Dislike alla lappantta makkalum anta nadu veral നമസ്കാരം
Not_offensive 	 മിഥുൻ  comedy ഇല്ലാതെ പടം
Not_offensive 	 ചാക്കോച്ച പോളിക്ക് മുത്തെ നമ്മൾ മലയാളികൾ എന്നും കൂടെ ഉണ്ട്
Not_offensive 	 Sambavam deep freezeril pettu poyi athann
Not_offensive 	 മവനെ കൊല ഗാണ്ടിലിരുക്കെ.. കൊല്ലാമേ വിടമാട്ടെ..   ഒരു മെഗാസ്റ്റാർ അഴിഞ്ഞാട്ടം..
Not_offensive 	 Padam hitakanulla elements ellam undallo.. Oru Maayavi touch thoniyarunu
Not_offensive 	 watched odiyan..3.5 out 5..kidu movie korch lag Ind but kandirikkam..mohanlal as swamy mass.....
Not_offensive 	 Looks like netflix series oru film aayi coloring Mach aavunnilla
Not_offensive 	 venamenghel eee link open cheyethu aaa videodaa.. tharaaa comment cheyee.....
Not_offensive 	 പടം പൊട്ടില്ല എന്ന് ഉറപ്പുള്ളവർക് like അടിക്കാം....... നല്ല ഒരു ത്രില്ലെർ ആയിരിക്കും
Not_offensive 	 Suraj venjaramood  Big fan from tamilnadu...  Adi poli acting
Not_offensive 	 Prithvi inta kadha pola undalla kurch...
Not_offensive 	 Trailer kandit manassilayeele eth vere level aan makkale
Not_offensive 	 Padaaam oruuu variety annuuu annnuuu tonnuunnavr like adichaa
Not_offensive 	 ഇയാൾക്ക് മതിയായിലെ 2019 ഭരിച്ചു .... ഇനി 2020 യും ....🤣🤣 എജ്ജത്തി ഐറ്റം ...#mammooka
Not_offensive 	 Lalettan kidu Raju Etta super trailer
Not_offensive 	 Siddique sir
Not_offensive 	 From 0:33 Mega mass...  Megastar next Blockbuster
Offensive	 Ben johnson mani police was soopr.  Idikkokke enna weightaa. Tovino pora
Not_offensive 	 പുതിയമുഖം തൊട്ട് ചങ്കില്‍ കേറിയതാണ് രാജുവേട്ടന്‍ അന്നും ഇന്നും രാജുവേട്ടന്‍ ഉയിര്‍ കട്ട രാജുവേട്ടന്‍ ഫാന്‍സ് ഇങ്ങുപോര്
Offensive	 Mhmmmm kasariyaaa kolaammm allatha maamagam poleiii aayalll moonchummmm
Not_offensive 	 Laleta pattunna kadhapathram cheeyy ningalk charithra cinema sheriyaakoola Aa samayam 2 adipoli cinema cheyyan nok borayitund dialog
Not_offensive 	 First show kanum enn urappullavar like adi
Not_offensive 	 Mr.Producer.
Offensive	 Mara paazhu mega mairananil ninnum ethil koodutal pratheeshikaruthu   1980 kalile rajanikanthinu padikkunnu verum chavaru mairan....
Not_offensive 	 ഇത് ഞാൻ എവിടെയോ.......  . . കാസർഗോഡ് സ്ലാങ്ങിൽ ഷേണായി ആയിട്ട് അഭിനയിച്ച ഒരു പടം ഉണ്ടല്ലോ എന്താ അതിന്റെ പേര് 🤔🤔
Not_offensive 	 Trailer kandale ariyam lalapande adutha padakam....
Not_offensive 	 Sharukh khan fan movie pole undallo
Not_offensive 	 ഇത് കൊള്ളാം...  തീ പാറും
Not_offensive 	 പഴകും തോറും വീര്യം കൂടും ...ഇക്ക പെരുത്തിഷ്ടം
Not_offensive 	 എന്റെ ദൈവമേ ഫഹദിന്റെ oru 20 second നോട്ടം എന്താ പറയാ ഡാർക്ക്‌ അടിപ്പിച്ചു മനുഷ്യനെ phyco ആക്കും ഒരു പഴയ കാല ചേച്ചിടെ ഭർത്താവ്  ഒരു  രക്ഷേം ഇല്ല അതുപോലെ തന്നെ സൗബിനും ഷൈനും ഇത് ശെരിക്കും ഫിലിം അല്ല അവരറിയാതെ റിയൽ  life  എടുത്തതാണോ
Not_offensive 	 njn kandathl Etavum mikacha trailer yennu thanne prym #ikka <3 .. #Ennum ikka
Not_offensive 	 Raju kadha paranjal entha
Not_offensive 	 കണ്ണെഴുതി പൊട്ടും തൊട്ട് സിനിമയിലെ മഞ്ജു വാരിയരെ ഓർമ്മ വന്നു...
Not_offensive 	 പൃഥ്വിരാജ് &സുരാജ് ... ഇത് പൊളിക്കും.....
Not_offensive 	 Lucifer ethara view anenu nokan idaku idaku varunavaruku likean ulla sathalam
Not_offensive 	 Ente ammoo.... Aaa super man punch undallo ...Ijjathi item.....
Not_offensive 	 Uff.. ithu oru pwoli pwolikkum Rajuvettan x Surajettan
Offensive	 Ittimani enna cinima chali padam pottan pokunna padam odiyanil kalam van durathan boor padam ennulavar like adiche
Offensive	 Padam moonjiyathinu shesham ethra peru vannu?
Not_offensive 	 Surajettan sound modulation kurach koodi nannakamayirunnu
Not_offensive 	 ഡ്രൈവിംഗ് ലൈസൻസ് ഉള്ളവർ ഇവിടെ ഒന്ന് നീലപൂശിയെക്ക്
Offensive	 Trailer Iranghum munbe lalappans Dislike Adikkunnath Kando . Ithil ninnum Manassilakkam Rajaye Lalappans Pedikkunnu Ennu🤣🤣
Not_offensive 	 ഷൈൻ ബീച്ച് scene trance music name plz ???
Not_offensive 	 പടം കേരളം കൊണ്ടാടും  കാരണം പലതാണ്.. 1. സുരാജ് 2.പൃഥി 3. എന്തൊക്കെയോ പറയാൻ ബാക്കിവെച്ച ട്രയ്ലർ 4. സുരാജിന്റെ ടൈം തെളിഞ്ഞു നിക്കുന്ന സമയം  150 cr ഉറപ്പാണ്
Not_offensive 	 എല്ലാരും ഇ സിനിമ കാണുക തീര്ച്ചയായും
Not_offensive 	 njan ikka fan aaan!  lalettante oru nalla thirichu varav pratheekshikunnu......rajuvettan direction super aayittund!
Not_offensive 	 Mamangathinte charithram ariyendavark e linkil keri nokkam.
Not_offensive 	 Super manju chechi your one an ony lady super star in malayalam
Not_offensive 	 ലാസ്റ്റ് ഡയലോഗ് ഷൈൻ നിഗത്തിനിട്ടു വെച്ചതാണോന്ന് ഒരു ഡൌട്ട്
Not_offensive 	 Movie adipoli.. aju varghese my fav
Not_offensive 	 Nala movie aayirunu..ottum flexible alaatha lalettann edhin onum patilaa..meesha pirii role thanaal ok
Not_offensive 	 Unni mukundan ithil marikkumennanu enik thonunnathu
Not_offensive 	 Ithinoke enth parayana oru raksheyum lllla ikkaaa.......
Not_offensive 	 Lalu Alex  അദേഹത്തിന്റെ ഒരു തിരിച്ച് വരവ് കാത്തിരിക്കുകയായിരുന്നു
Not_offensive 	 njan oru ikka fanannengilum lalettan onnam polikatte
Not_offensive 	 Indrajith LUCIFER ennu paranjappo
Not_offensive 	 Dq de story kand vanvararkm pakuthim🤩
Offensive	 ട്രെെലെര്‍ എന്താ വെള്ളത്തില്‍ വളിവിട്ട പോലോരു മൗനം ലാലേട്ടന്റെ മുഖത്തും
Not_offensive 	 Maraykkarum mamangavum oru pole kaathirikkunnavar like
Not_offensive 	 ചാക്കോച്ചന്റെ Carrier ൽ ഇത്‌ ഉറപ്പായും ഒരു breakthrough ആയിരിക്കും...
Not_offensive 	 Ithe kandirikkum enn ullvar like itte pokko 🤨
Not_offensive 	 Guys unlike cheyyunavar Mr.Pandit fans aanue..deshyam pidichit karyamilla..
Not_offensive 	 Ikkas padakkam number 04 of 2018 loading
Not_offensive 	 Odiyan Release inte Ann harthal vechekunavan marude muhath nokki onnu kodukan thonniyavar Like Adi
Not_offensive 	 Manju chechi undel hero vendaa. Chechi vere level aaanu
Not_offensive 	 Ee pennu evide poyaalum ithaanallo avastha..
Not_offensive 	 2:29  ഞാൻ ഒരു fan ആണ്. മമ്മൂക്കയുടെയും ലാലേട്ടന്റെയും അമിതാഭ് ബച്ചന്റെയും ഒക്കെ fan ആണ്.          🤩
Offensive	 Concrete slab okke dubber aanoo..padam ippol thanne moonji
Offensive	 Samyuktha vendayirunnu. :(  Aishu pwoli ann
Not_offensive 	 entay ponnoo kola kolli item vannu makkaleay
Not_offensive 	 Enthanavo manju warier kanumbol oru deshyam
Not_offensive 	 Release nu shesham trailer kandavar like adikk. Enthokke aarnu....
Not_offensive 	 Çhūñk mammukkakkum vyshakettanum ente big salute  Inganoru mass Padam orukkithannathinu Ikka bhakthans
Not_offensive 	 1:33 ഇതിനു ശേഷം ഷെയ്൯  തെറിവിളിക്കുന്നുണ്ട്(സിനിമയിൽ) ശ്രദ്ധിച്ചാൽ മനസിലാകും
Not_offensive 	 Pls manju chechi ente agrahamanu chechiye onnu kananamenn nadakillannariyam enkilum agrahikkalo
Not_offensive 	 Padam adipoliyaanu.ithu polulla movies iniyum undaavanam.very natural acting.ee padam ishtappettavar  evide LIKE adikkoo
Not_offensive 	 Kidu adar item !! From a kaataa laleetan fan
Not_offensive 	 Ningalkk arkum arinjudatha oru karyam ee movie pulimurakan movieyuk connection onde
Offensive	 അടുത്ത 500 കോടി🤣റിലീസിന് മുന്നെ തന്നെ 500 കൂടി🤣ജിമിട്ട് ഫാൻസ് കീ
Not_offensive 	 Kollaalo trailer vannappol aanu story entha ennu manassilayathu ini ponam
Offensive	 Dislike adikan vanna haters ithe ningak patiya area alla ninteyoke rayaye kandam vazhi oodicha trailer aaan @£ucifer#loading
Not_offensive 	 Ithaanu oru katta aarathakante cinema
Not_offensive 	 ചാക്കോച്ചന് ലാലേട്ടൻ ഫാൻസിന്റെ വക എല്ലാ ആശംസകളും.. അഞ്ചാം പാതിരായ്ക്ക് കട്ട വെയ്റ്റിംഗ്
Not_offensive 	 പ്രിഥ്വി രാജിന്റെ തം നൈൽ look പൊളിച്ചു.....
Not_offensive 	 Vamban hope chaidu vannadellam potti polijatte olle
Not_offensive 	 ഈ പടം വൻ വിജയമാകും sure
Not_offensive 	 ഇവിടെ ഷമ്മി ശെരിക്കും ഒരു fascist physo അല്ലെ....?? അങ്ങനെ തോന്നിയവർ like അടിക്ക്...
Not_offensive 	 Twist enthaanenn trailer kandappol thanne manassilaayi
Not_offensive 	 ഷാരുഖ് ഖാന്റെ ഫാൻ മൂവിയുമായി സാമ്യം ഉണ്ടോ ഇതിന്..
Not_offensive 	 ഞങ്ങളുടെ ഒരു ചെറിയ വർക്ക്‌ ആണ്. Pls suprt
Not_offensive 	 എല്ലാരുടെയും അഭിനയം പൊളി
Not_offensive 	 Ettan and vijay annan fans Like here
Not_offensive 	 Ettaaaa kandalum kandalum mathi varunnillaaaaaa poli anu kettooooo
Not_offensive 	 പുതിയമുഖം തൊട്ട് ചങ്കില്‍ കേറിയതാണ് രാജുവേട്ടന്‍ അന്നും ഇന്നും രാജുവേട്ടന്‍ ഉയിര്‍ കട്ട രാജുവേട്ടന്‍ ഫാന്‍സ് ഇങ്ങുപോര്
Not_offensive 	 1:13  makeup illatha baby chechi...
Offensive	 ഇയാൾക്കു വെറുപ്പിക്കൽ നിർത്താറായില്ലേ
